path,line,enclosing_function_guess,lexical_guards,gm_feature_guarded,packet_tokens,packet_definition_paths,text
archive/Network/XNetwork.cpp,9878,switch,#ifdef _XGMCLIENT,yes,MSG_GM_REQ_NEXTTO_CHARAC,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,int size = sizeof(MSG_GM_REQ_NEXTTO_CHARAC);
archive/Network/XNetwork.cpp,9879,switch,#ifdef _XGMCLIENT,yes,MSG_GM_REQ_NEXTTO_CHARAC,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,MSG_GM_REQ_NEXTTO_CHARAC req_nextto_charac;
archive/Network/XNetwork.cpp,9882,switch,#ifdef _XGMCLIENT,yes,MSG_NO_GM_REQUEST,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,req_nextto_charac.ucMessage = MSG_NO_GM_REQUEST;
archive/Network/XNetwork.cpp,9887,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&req_nextto_charac );
archive/Network/XNetwork.cpp,9896,switch,#ifdef _XGMCLIENT,yes,MSG_GM_REQ_CHARAC_MOVE,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,int size = sizeof(MSG_GM_REQ_CHARAC_MOVE);
archive/Network/XNetwork.cpp,9897,switch,#ifdef _XGMCLIENT,yes,MSG_GM_REQ_CHARAC_MOVE,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,MSG_GM_REQ_CHARAC_MOVE req_characmove;
archive/Network/XNetwork.cpp,9900,switch,#ifdef _XGMCLIENT,yes,MSG_NO_GM_REQUEST,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,req_characmove.ucMessage = MSG_NO_GM_REQUEST;
archive/Network/XNetwork.cpp,9908,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&req_characmove );
archive/Network/XNetwork.cpp,9939,switch,#ifdef _XGMCLIENT,yes,MSG_CTRL_MONSTER_SPAWN,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,int size = sizeof(MSG_CTRL_MONSTER_SPAWN);
archive/Network/XNetwork.cpp,9940,switch,#ifdef _XGMCLIENT,yes,MSG_CTRL_MONSTER_SPAWN,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h,MSG_CTRL_MONSTER_SPAWN monsterspawn;
archive/Network/XNetwork.cpp,9943,switch,#ifdef _XGMCLIENT,yes,MSG_NO_CTRL_MONSTER_SPAWN,MeshControl/XRenderStateControl.cpp;Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;XProcess/XProc_MainGame.cpp;XProcess/XProc_MainGameMessageHandler.cpp,monsterspawn.ucMessage = MSG_NO_CTRL_MONSTER_SPAWN;
archive/Network/XNetwork.cpp,9956,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&monsterspawn );
archive/Network/XNetwork.cpp,9974,switch,#ifdef _XGMCLIENT,yes,MSG_CTRL_CHARAC_SETTING,Network/XNetwork.cpp;Network/XNetwork.h;Network/XNetwork_ctrl_gms.cpp;Network/packet_for_ctrl_gms.h,int size = sizeof(MSG_CTRL_CHARAC_SETTING);
archive/Network/XNetwork.cpp,9975,switch,#ifdef _XGMCLIENT,yes,MSG_CTRL_CHARAC_SETTING,Network/XNetwork.cpp;Network/XNetwork.h;Network/XNetwork_ctrl_gms.cpp;Network/packet_for_ctrl_gms.h,MSG_CTRL_CHARAC_SETTING ctrlcharacsetting;
archive/Network/XNetwork.cpp,9978,switch,#ifdef _XGMCLIENT,yes,MSG_NO_CTRL_CHARAC_SETTING,MeshControl/XRenderStateControl.cpp;Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_StatusControl.cpp,ctrlcharacsetting.ucMessage = MSG_NO_CTRL_CHARAC_SETTING;
archive/Network/XNetwork.cpp,10023,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&ctrlcharacsetting );
archive/Network/XNetwork.cpp,10034,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&ctrlcharacsetting );
archive/Network/XNetwork.cpp,10040,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&ctrlcharacsetting );
archive/Network/XNetwork.cpp,10045,switch,#ifdef _XGMCLIENT,yes,,,return _XSendPacket_Encapsulate( (char*)&ctrlcharacsetting );
archive/Network/XNetwork.cpp,16422,switch,,no,MSG_GM_RESULT,Network/XNetwork.cpp;Network/XNetwork.h;Network/packet_for_ctrl_gms.h,void _XNetwork::MSGGMSResult(MSG_GM_RESULT* gmsetresult)
reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,302,switch,#ifdef _XGMCLIENT,yes,MSG_NO_ZONE_MOVE,DataStructure/XCharacterState.cpp;DataStructure/XHeroLocalUser.cpp;DataStructure/XLocalUser.cpp;DataStructure/XLocalUser_Battle.cpp;DataStructure/XLocalUser_Training.cpp;DataStructure/XLocalUser_VirtualMode.cpp;DataStructure/XUser.cpp;MeshControl/XLodTerrain.cpp;MeshControl/XRenderStateControl.cpp;Network/XNetwork.cpp;Network/XNetwork_Battle.cpp;Network/XNetwork_Boss.cpp;Network/XNetwork_Match.cpp;Network/XNetwork_PersonalStore.cpp;Network/XNetwork_charac_monster.cpp;Network/packet_for_zone_monster.h;Script/XTriggerActionItem.cpp;Script/XTriggerConditionItem.cpp;XProcess/XProc_Flash.cpp;XProcess/XProc_Loading.cpp;XProcess/XProc_MainGame.cpp;XProcess/XProc_MainGameCallBackFunctions.cpp;XProcess/XProc_MainGameMessageHandler.cpp;XProcess/XWindow_Inventory.cpp;reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,g_NetworkKernel.SendPacket( MSG_NO_ZONE_MOVE );
reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,306,switch,#ifdef _XGMCLIENT,yes,MSG_NO_GM_REQUEST,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,"g_NetworkKernel.SendPacket( MSG_NO_GM_REQUEST, en_gm_req_nextto_charac );"
reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,316,switch,#ifdef _XGMCLIENT,yes,MSG_NO_GM_REQUEST,Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_UserCoordination.cpp,"g_NetworkKernel.SendPacket( MSG_NO_GM_REQUEST, en_gm_req_charac_move );"
reference-only/gm/XProcess/XWindow_GM_StatusControl.cpp,34,switch,,no,MSG_NO_CTRL_CHARAC_SETTING,MeshControl/XRenderStateControl.cpp;Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_StatusControl.cpp,"g_NetworkKernel.SendPacket(MSG_NO_CTRL_CHARAC_SETTING, 9, 1);"
reference-only/gm/XProcess/XWindow_GM_StatusControl.cpp,38,switch,,no,MSG_NO_CTRL_CHARAC_SETTING,MeshControl/XRenderStateControl.cpp;Network/XNetwork.cpp;Network/packet_for_ctrl_gms.h;reference-only/gm/XProcess/XWindow_GM_StatusControl.cpp,"g_NetworkKernel.SendPacket(MSG_NO_CTRL_CHARAC_SETTING, 9, 0);"
