archive_path,github_path,category,status,archive_size,github_size,archive_added_lines_vs_github,archive_removed_lines_vs_github,line_similarity,archive_mtime,archive_sha256,github_sha256
audio_sdk/asorg/include/Audio.h,audio_sdk/asorg/include/Audio.h,normal/shared source,text-identical (encoding/EOL differs),1272,1226,,,,1341402488,083ac5ce99fd36628eb9c9c73a68313f1394d9a68710f0c5aab5b6f0561a45ed,1b1431ba2e6343b83125f0e81ebdc0dc4f61a742888b5ffa09301d9aaf430370
audio_sdk/asorg/include/AudioLib/3dl2.h,audio_sdk/asorg/include/AudioLib/3dl2.h,normal/shared source,text-identical (encoding/EOL differs),9381,9183,,,,1341402489,d5ec67288e0f9b5cb2b91fb8a2aaa548e856e60cee763714dc90338692ba6906,246a0b7214ef78cf11bb3110d3740477ebbc336f98f2626c0da472584f246c47
audio_sdk/asorg/include/AudioLib/3dl2help.h,audio_sdk/asorg/include/AudioLib/3dl2help.h,normal/shared source,text-identical (encoding/EOL differs),6980,6819,,,,1341402489,b813140d1f4e08ce27fea8006e4300f494b8dcb75c459db3428cf30ef939c73d,ba728c4ad2e949589f6b6a3228a8514fd3b9a38a3cdc8e142974ab5cdfd44ad9
audio_sdk/asorg/include/AudioLib/AudioLibFactory.h,audio_sdk/asorg/include/AudioLib/AudioLibFactory.h,normal/shared source,text-identical (encoding/EOL differs),733,706,,,,1341402489,86d53a5d0c07c24fc13a41491c2ae4cd1c7a0b8f29a35bc43601a2172c3c4d90,b23d8118583248fffc613fb591f992936697269b0f06a704653b8f05d08d3b48
audio_sdk/asorg/include/AudioLib/CDPlayer.h,audio_sdk/asorg/include/AudioLib/CDPlayer.h,normal/shared source,text-identical (encoding/EOL differs),2260,2158,,,,1341402489,c3624b4b0b2ab0148db368af9265981e219d7f3996c50227deb751653c8b8928,ce148e836e7ac032fcefa4eabc7c261c757fe6d8e364e1d8c731f635609783b2
audio_sdk/asorg/include/AudioLib/Common.h,audio_sdk/asorg/include/AudioLib/Common.h,normal/shared source,text-identical (encoding/EOL differs),1149,1100,,,,1341402489,cdf78e6e194acfb3b4ffff11d841b8a2c094894f6a02fc533c07ede845c79fed,e7b884841edcb767e2bd891e8fd074f0d079dd5e61f6b1886edf4174613fc9fc
audio_sdk/asorg/include/AudioLib/Diagnostics.h,audio_sdk/asorg/include/AudioLib/Diagnostics.h,normal/shared source,text-identical (encoding/EOL differs),2174,2087,,,,1341402489,ff9854fbbabf58eb80c3093a3abd957efd381f8a8426261956dc508cf5717075,510f37e70f13f32f45a5af3509287385de0fb47e06b03d6006b6ae6863e38bf6
audio_sdk/asorg/include/AudioLib/Errors.h,audio_sdk/asorg/include/AudioLib/Errors.h,normal/shared source,text-identical (encoding/EOL differs),1728,1681,,,,1341402489,7253faa34154f2c8a4e42b6eebfed39a4b7649b9c379793549ee3ca21f42f4a1,2a1cbd62e879d5db6a61d760940cdd6cbc9f2cdf1842576cc12218ac95e2d3f4
audio_sdk/asorg/include/AudioLib/IAudio.h,audio_sdk/asorg/include/AudioLib/IAudio.h,normal/shared source,text-identical (encoding/EOL differs),51037,49574,,,,1341402489,bab2eb1a2923d013eae7230551b50fd7822f5ea9480f41c68990a4d74bd65eb2,3e4b21dd06411d6c34a907b0a0ed11129bfa3b1ed6f647d4a178d71676811164
audio_sdk/asorg/include/AudioLib/IAudioExt.h,audio_sdk/asorg/include/AudioLib/IAudioExt.h,normal/shared source,text-identical (encoding/EOL differs),829,798,,,,1341402489,6d51acda811da416e72cc554c82db20160ae091f5f498024a48aba81272238f8,4beea3e1530451f841b62511fe7eaf2ccc69ee9d380eca58bf83754e112b16f5
audio_sdk/asorg/include/AudioLib/IAudioStream.h,audio_sdk/asorg/include/AudioLib/IAudioStream.h,normal/shared source,text-identical (encoding/EOL differs),2784,2710,,,,1341402489,b8f2432ee55ed184d66d4a1370c1e119f12f74432add98aada3ab8c8ebb43ad1,3fd0f0e002b0dd158745c2519094efad3c0cc25040672354b9d83a29ffc1a11f
audio_sdk/asorg/include/AudioLib/ObjectPool.h,audio_sdk/asorg/include/AudioLib/ObjectPool.h,normal/shared source,text-identical (encoding/EOL differs),2676,2553,,,,1341402489,2f912ded36e7d295a37637e3726b646df133de5d1ccac7d5d9e95232e6ee0a2f,5206cc60dff973c3e4dcd17eb4d20660e7549b60b829a16b4532a61ec0f4895d
audio_sdk/asorg/include/AudioLib/Types.h,audio_sdk/asorg/include/AudioLib/Types.h,normal/shared source,text-identical (encoding/EOL differs),945,914,,,,1341402489,080a6e130b174c47bbbb739d961133f597aea472f4343428e1855034cbd996ef,54f2e7e9be602bd47a1349006df8a707167e869bc3feba3058068b69d6f234cb
audio_sdk/asorg/include/AudioLib/Utilities.h,audio_sdk/asorg/include/AudioLib/Utilities.h,normal/shared source,text-identical (encoding/EOL differs),4536,4366,,,,1341402489,2db4d6052f2b1d87f2a9434fdb42f015e2463cb20b79731f449d3363b07d323a,8ea93e26af1de2f77e52ff31d30245220f738820f7a903575d043625dfab0e37
audio_sdk/asorg/include/AudioLib/XAudioPackage.h,audio_sdk/asorg/include/AudioLib/XAudioPackage.h,normal/shared source,text-identical (encoding/EOL differs),2291,2179,,,,1341402489,a08293723f5831345644029e1e77f4884011e14658d7c9df68ce41ee08109cfb,c7275fe637f8031e4545c34982a9d3f837f41ba32f02977dddb0959418a9de8f
audio_sdk/asorg/include/AudioScript/AudioScriptFactory.h,audio_sdk/asorg/include/AudioScript/AudioScriptFactory.h,normal/shared source,text-identical (encoding/EOL differs),806,777,,,,1341402489,ce643850db146d8a826fc02459b1d5d3093d4b504d74a72a83a996e7c587d9eb,8486e1068a939f2b9aaa0e827e470e4fdcac424be827e5a86d2bf88e847de076
audio_sdk/asorg/include/AudioScript/IMusic.h,audio_sdk/asorg/include/AudioScript/IMusic.h,normal/shared source,text-identical (encoding/EOL differs),3988,3867,,,,1341402489,509f1f53f752dafcddf7e37f3fbd444117ccee57c2de54e3070f61bc5e6ff7d7,c742a237df838d22805f0187aa35a1fddd11984dd40d00009fcaea124724730d
audio_sdk/asorg/include/AudioScript/ISound.h,audio_sdk/asorg/include/AudioScript/ISound.h,normal/shared source,text-identical (encoding/EOL differs),9146,8883,,,,1341402489,59f6db9c2ab77377debcfbd6dbbe365a4567cfba1d06d922a79081ac56b48f43,d4e8ad4f45672272f276c3f144a5570b0135d7bcdae9c727e7d03af9c2c9a1bd
audio_sdk/asorg/lib/AudioLib.lib,audio_sdk/asorg/lib/AudioLib.lib,resource/config/other,byte-identical,531026,531026,,,,1341402489,56117f361deb297aa763d21a76650ce46f62a6c790420c3db3628500cc24e128,56117f361deb297aa763d21a76650ce46f62a6c790420c3db3628500cc24e128
audio_sdk/asorg/lib/AudioLib_dbg.lib,audio_sdk/asorg/lib/AudioLib_dbg.lib,resource/config/other,byte-identical,2485724,2485724,,,,1341402490,8f7f9c0eb5d82fb7e47140f2478d7d69813cf8a77906573026e3cdf636a3ce91,8f7f9c0eb5d82fb7e47140f2478d7d69813cf8a77906573026e3cdf636a3ce91
audio_sdk/asorg/lib/AudioScript.lib,audio_sdk/asorg/lib/AudioScript.lib,resource/config/other,byte-identical,821304,821304,,,,1341402490,6d8d7bc027347f6cc3c9a272fec76726240031ec865b876d660f1fcbc8b57ee6,6d8d7bc027347f6cc3c9a272fec76726240031ec865b876d660f1fcbc8b57ee6
audio_sdk/asorg/lib/AudioScript_dbg.lib,audio_sdk/asorg/lib/AudioScript_dbg.lib,resource/config/other,byte-identical,3412204,3412204,,,,1341402490,6f540fcd79d80d1089905fed46f9b8927e8380e95b229f66b3369733cc6da8d1,6f540fcd79d80d1089905fed46f9b8927e8380e95b229f66b3369733cc6da8d1
audio_sdk/asorg/src/AudioLib/AudioCommon.h,audio_sdk/asorg/src/AudioLib/AudioCommon.h,normal/shared source,text-identical (encoding/EOL differs),1582,1525,,,,1341402490,2f92a57cbe916751cf39188cd536b73992c6cc2d2950d4d964e31ae556ccfca1,d167102d3d8dccb5b05b557afaa613bf11ed31b2cf83be062db5b7c9bd7b9be1
audio_sdk/asorg/src/AudioLib/AudioLib.dsp,audio_sdk/asorg/src/AudioLib/AudioLib.dsp,resource/config/other,text-identical (encoding/EOL differs),8705,8376,,,,1341402490,348a853850d51cdf8249ba16fcb802431c403dbb129f9d1b8cab4c856b4fbcdf,fd8d1d8dc946d5eb0e17cd33599bfe2951f7119dc031f1d678b7453fd7556ff7
audio_sdk/asorg/src/AudioLib/AudioLib.plg,audio_sdk/asorg/src/AudioLib/AudioLib.plg,resource/config/other,content-different,1137,1112,,,,1341402491,018193a275561206e28fb432e8a1ed5cf0deee1b8051e80156fc28e489638174,63e9ec51b7538cd03a4efe24832b7d2d6423584a51fcf2972c0539770852a1cb
audio_sdk/asorg/src/AudioLib/AudioLibFactory.cpp,audio_sdk/asorg/src/AudioLib/AudioLibFactory.cpp,normal/shared source,text-identical (encoding/EOL differs),718,694,,,,1341402491,5e354078885edfa641d9415b8156fc608c3aace988ebfa1ad2a4d7e6f2352260,1fdfb83bf6950d709ab50d9c1d4c288b3159ea3c9dc40e1a2843c7070b875347
audio_sdk/asorg/src/AudioLib/AudioMgr.cpp,audio_sdk/asorg/src/AudioLib/AudioMgr.cpp,normal/shared source,text-identical (encoding/EOL differs),40302,39031,,,,1341402491,4e228a9c77e4fb6acaed926d55a4bfe0a40ff8126bf13fcc9850a8fd603eca4f,2310f623238b3e8891bbc0968774b4f833a9c5400da59c4a01366fcf5fa30d59
audio_sdk/asorg/src/AudioLib/AudioMgr.h,audio_sdk/asorg/src/AudioLib/AudioMgr.h,normal/shared source,text-identical (encoding/EOL differs),8457,8174,,,,1341402491,19d623b9574bc4aae7dc4885f600d1c554f24980268f2fb655ca5b3c5c5bc156,8982e027fb03911fc8ddcba8fe5f2c80bf0d11a0cf26fe7db4dd3ef5322cb59c
audio_sdk/asorg/src/AudioLib/AudioScript.cpp,audio_sdk/asorg/src/AudioLib/AudioScript.cpp,normal/shared source,text-identical (encoding/EOL differs),4584,4403,,,,1341402491,f394885e6708be9001d166a04bf4c5ff80079e53c141bb7d91a96f892d78d89a,09a7f4df03651e14b53a9342fd36933d92ccd3bd6c93f0e0e8891e505cb649d9
audio_sdk/asorg/src/AudioLib/AudioScript.h,audio_sdk/asorg/src/AudioLib/AudioScript.h,normal/shared source,text-identical (encoding/EOL differs),1437,1373,,,,1341402491,848bcb0d119f0436be53b3e4f29e6253296e9cd6c389ff06347c21b062bca9a2,524ce78a93d4e10164d9b52acded791347e6dee38364e2e84454e9ec501bbae1
audio_sdk/asorg/src/AudioLib/AudioStreamFactory.cpp,audio_sdk/asorg/src/AudioLib/AudioStreamFactory.cpp,normal/shared source,text-identical (encoding/EOL differs),859,830,,,,1341402491,f6c89d8802b0fd831836db20d82d1a4019381704b240cbfb49bfc5ed88939a56,1afe886335b6cf83311152f37bb1e4fcb883a97ad0ae68ff7cae6b5d84316954
audio_sdk/asorg/src/AudioLib/AudioStreamFactory.h,audio_sdk/asorg/src/AudioLib/AudioStreamFactory.h,normal/shared source,text-identical (encoding/EOL differs),768,740,,,,1341402491,41c998a780bfd1a7585b40611f315d3c22317454eecb4ee488ce32eccb540cce,a29890144604c41c075926cc6fb66f9646a483a50e6dbdadf22cc1b0563e4386
audio_sdk/asorg/src/AudioLib/BufferCache.cpp,audio_sdk/asorg/src/AudioLib/BufferCache.cpp,normal/shared source,text-identical (encoding/EOL differs),4430,4261,,,,1341402491,2ba66f8f150119550d810695494b83ee8c2f373ecaca9ad6f9775e57520ec894,507406252a1af2ca86d22a8dfa76908761340ee99eb9d73afa690a72eed3a36e
audio_sdk/asorg/src/AudioLib/BufferCache.h,audio_sdk/asorg/src/AudioLib/BufferCache.h,normal/shared source,text-identical (encoding/EOL differs),1188,1137,,,,1341402491,2468236e81ace7ebdaa36dd13586f7e363f800c71b85950b3e5b7ba9e1fdaf0b,ecb2ca15ef5e3f66747b42d72f6b8cea3512cf8caf7232ff37ce64f220e4f773
audio_sdk/asorg/src/AudioLib/CDPlayer.cpp,audio_sdk/asorg/src/AudioLib/CDPlayer.cpp,normal/shared source,text-identical (encoding/EOL differs),6435,6192,,,,1341402491,b7b4049fb2c0ee0637b8a442bcab05144473f789bd2600c279ddfcd0f62bb52c,0675c801d20ee44e8e7e8db01e2e1d3249dcab8e643d49127e55d6c5fb57ec71
audio_sdk/asorg/src/AudioLib/Diagnostics.cpp,audio_sdk/asorg/src/AudioLib/Diagnostics.cpp,normal/shared source,text-identical (encoding/EOL differs),593,575,,,,1341402491,33aab1f8b7d7af3823a5bd79919cebbfe08bcdacc551aac33e7e7cdd7b523597,f47acd86854f9f11ff7917b387cdf6a5533e1fe6f9fb4fa21957c89222b91773
audio_sdk/asorg/src/AudioLib/DLS.cpp,audio_sdk/asorg/src/AudioLib/DLS.cpp,normal/shared source,text-identical (encoding/EOL differs),3374,3218,,,,1341402491,81376b108841b01ac086f0bf80d9319fa6149630988ce72ea3adccf21b627fdf,8a2fa0ca86e9cbb545abc743515e521c76369ccede68a12fe5cabefd737bbc7b
audio_sdk/asorg/src/AudioLib/DLS.h,audio_sdk/asorg/src/AudioLib/DLS.h,normal/shared source,text-identical (encoding/EOL differs),1238,1182,,,,1341402491,269b625817a86f9ba35bee9aa4ee1235ddef3f3a17f85174add23c6d52982d2a,3426b63dc45a05e8e544ba59ccae810d2013714e634893b1660c9900573e093a
audio_sdk/asorg/src/AudioLib/Errors.cpp,audio_sdk/asorg/src/AudioLib/Errors.cpp,normal/shared source,text-identical (encoding/EOL differs),3203,3071,,,,1341402491,0368f3c6e11c235eb4ec68400a4180b5b923bce2a7af53420a3140273370133e,52a7fc8e74db67be93a191759edddb86952eb662feb5ab2c0e2321ae59c7144d
audio_sdk/asorg/src/AudioLib/except/eax.h,audio_sdk/asorg/src/AudioLib/except/eax.h,normal/shared source,text-identical (encoding/EOL differs),18211,17752,,,,1341402493,e09f48aa020059a66295bf2b1f2b5dae89a6e83268014dbbfb7b1f58c935d89f,a7449bf68cee2c604fba467015bfea6af8a39f3dc956513e9f6bf03ff546c3a2
audio_sdk/asorg/src/AudioLib/except/Extensions.cpp,audio_sdk/asorg/src/AudioLib/except/Extensions.cpp,normal/shared source,text-identical (encoding/EOL differs),13776,13092,,,,1341402493,2e09627af6a1591d858f876b0ab5b6a72602221cce2ddf652881e906bf8ab4db,1ee75c0a8e5c3fc307b9dc205ee0661d5d9da67219e6a86276d95a2409054093
audio_sdk/asorg/src/AudioLib/except/Extensions.h,audio_sdk/asorg/src/AudioLib/except/Extensions.h,normal/shared source,text-identical (encoding/EOL differs),2948,2839,,,,1341402493,edf0042f6f54813ee2a1fe9956a050f1de75b2a716ba7f8fb050e307b57a4555,36cf7be76a3de0ddee8be366729f95024119cbbde20419180d6a5830a7d24a51
audio_sdk/asorg/src/AudioLib/except/Wave.cpp,audio_sdk/asorg/src/AudioLib/except/Wave.cpp,normal/shared source,text-identical (encoding/EOL differs),19499,18821,,,,1341402493,86264e86863629f7e89f22eac81d84b6de9415d8e2942008016c6c3d17b7fde0,c78525d2202d02eef8972e12755f61b9db12294b6076e2420142db8cdaeea412
audio_sdk/asorg/src/AudioLib/except/Wave.h,audio_sdk/asorg/src/AudioLib/except/Wave.h,normal/shared source,text-identical (encoding/EOL differs),2265,2179,,,,1341402493,1072b1f8a481f31683ced77e2ca01ce479f1e3fbf072d09d43f834fbb6b4a481,8a5adf367b4a160b3d0ac8c1e90a1bf63491306f7d62bb0e3281810d27643d73
audio_sdk/asorg/src/AudioLib/except/ZoomFx.h,audio_sdk/asorg/src/AudioLib/except/ZoomFx.h,normal/shared source,text-identical (encoding/EOL differs),5179,5034,,,,1341402493,c842a7d94e23c2d72b994634a7dcd7c98718e8396cb6a8e3b875716ee35fdb16,c984e6adbcc5cdd3f4538a8d66c70737a571487ed0c502f3ed192c5019a3a151
audio_sdk/asorg/src/AudioLib/FileStream.cpp,audio_sdk/asorg/src/AudioLib/FileStream.cpp,normal/shared source,text-identical (encoding/EOL differs),7537,7211,,,,1341402491,745d05a1fdfbc285964e13c0b368859afb318499ca5186b72cff117b41c65cec,e30ec22b4a46113df4e46e7a02466a720f9d2f63db0885e300881549fb169166
audio_sdk/asorg/src/AudioLib/FileStream.h,audio_sdk/asorg/src/AudioLib/FileStream.h,normal/shared source,text-identical (encoding/EOL differs),2091,1997,,,,1341402491,66ba571aefb7dbb069fc64297f58972f498c11ae3700e6017bce9669c980b7a9,5965481ff9f79ee8e10c990592fd8e6d4447ce2be6ca482afcb80b0c3719edca
audio_sdk/asorg/src/AudioLib/IAudioLoader.h,audio_sdk/asorg/src/AudioLib/IAudioLoader.h,normal/shared source,text-identical (encoding/EOL differs),1751,1691,,,,1341402491,901c2199d4ac916561e21b44f0f4a5582de1c093c52dcd8eddaef2a45fc88e60,4ea9d3f80969b1b4a74dcb6da6bdb4860734df1687b10e08b1b85643ff1015ce
audio_sdk/asorg/src/AudioLib/IGameFile.h,audio_sdk/asorg/src/AudioLib/IGameFile.h,normal/shared source,text-identical (encoding/EOL differs),561,532,,,,1341402491,4ad9e07adfca56d4ca731cd7a443ff9118ee1dbfc21be9fbef95a5600e2fe11d,cca3985a87aae1190566952dd36a69aab4608356909f39f64a81018e7d730c99
audio_sdk/asorg/src/AudioLib/Libraries.cpp,audio_sdk/asorg/src/AudioLib/Libraries.cpp,normal/shared source,text-identical (encoding/EOL differs),24,21,,,,1341402491,cac8c82217898bf8c8c16d32060efabd74571de6dd8471fa82f4c92ced2be59c,9388b56e7db8d6a6f15ee681afadc2499a23299b84a4cb9b55985bc750ec25c8
audio_sdk/asorg/src/AudioLib/Listener.cpp,audio_sdk/asorg/src/AudioLib/Listener.cpp,normal/shared source,text-identical (encoding/EOL differs),11088,10739,,,,1341402491,7131b5278894c28685c3ee2f60b7f53f034b812d1fba5919d9749c48b6e289b1,d08051dc834c5af2162db1efb981838cd57578075158bc0d23d82014be1fbbac
audio_sdk/asorg/src/AudioLib/Listener.h,audio_sdk/asorg/src/AudioLib/Listener.h,normal/shared source,text-identical (encoding/EOL differs),2319,2236,,,,1341402492,3969e3f412a84f4ba61fa29e38b6791cf7fe7d1a6915c68a5d31cebba66d3389,0ca6a0c3e55a626758a1ec8ca08531ba9d6517a5aea4ee1c5b037cdaad98ff87
audio_sdk/asorg/src/AudioLib/MemBlock.cpp,audio_sdk/asorg/src/AudioLib/MemBlock.cpp,normal/shared source,text-identical (encoding/EOL differs),756,684,,,,1341402492,8d7d6e53500f18384be4662e96c8315bf1dc56526f417ee52841f0f587bc7de4,6253372cfcc38603872b716b022048544664d57a72a92da280ccfbed8d40f299
audio_sdk/asorg/src/AudioLib/MemBlock.h,audio_sdk/asorg/src/AudioLib/MemBlock.h,normal/shared source,text-identical (encoding/EOL differs),868,809,,,,1341402492,7ddebc93228b1a367ab0c8ea146513273092f0b4198d33d0be9587fd2fbdd2d9,8dcd623d85a20b4383395062223ffa7543a0db4aeb485936952d881e647eda9b
audio_sdk/asorg/src/AudioLib/mssccprj.scc,audio_sdk/asorg/src/AudioLib/mssccprj.scc,resource/config/other,content-different,219,183,,,,1341402490,5dab268b908a02efc84f606e02c1de6e6b46796c6dd95be914a414c30a6cac54,ba2181a330c2b5b241b1696c1b249f6df8f2ff5440c0691b135249a8edcae771
audio_sdk/asorg/src/AudioLib/PropertySet.cpp,audio_sdk/asorg/src/AudioLib/PropertySet.cpp,normal/shared source,text-identical (encoding/EOL differs),6934,6703,,,,1341402492,2bbaf2b70905b92f3f785a18e9aff9d065edcfc51970983b5e31caf7b8b7cfb6,ae2d7045536ccc7d482363b4c57464c0b68e2a55b7482664cc2d439fd672e421
audio_sdk/asorg/src/AudioLib/PropertySet.h,audio_sdk/asorg/src/AudioLib/PropertySet.h,normal/shared source,text-identical (encoding/EOL differs),1768,1699,,,,1341402492,d28d5ee60b3de1ce791f1b365906d22e0d1ebe894ccf6c037979158b4ba7490c,0fdbca816b59986b08b6c893ba35fbb7fedefee19e31c706e18d98430a78ded6
audio_sdk/asorg/src/AudioLib/Segment.cpp,audio_sdk/asorg/src/AudioLib/Segment.cpp,normal/shared source,text-identical (encoding/EOL differs),13657,13144,,,,1341402492,820634e9d92af735b7ed2d2ff744675d06b6764d1405406657ea298d5b9f1245,d1bac45f3974cf4d19e4b2324100e86fe55c3763ee7a726fe571686cbf0409fa
audio_sdk/asorg/src/AudioLib/Segment.h,audio_sdk/asorg/src/AudioLib/Segment.h,normal/shared source,text-identical (encoding/EOL differs),2611,2511,,,,1341402492,8f9b02f48960f53a6d7be76467c9cc456bccebef1f45a1db380218e6926a4751,881a19ee5467ac64701184543287313b801fc8a2561563fc1d7e4ed25a0e6c86
audio_sdk/asorg/src/AudioLib/Sound.cpp,audio_sdk/asorg/src/AudioLib/Sound.cpp,normal/shared source,text-identical (encoding/EOL differs),26824,25822,,,,1341402492,c316a799f3e0856d2f40f62fe5889b77764c3075dbc2d4e63cc8c5935faea22e,de3f1241bf04a11711dd555f4ddc773c68112f9fb88d3967b3db3e9653dfc16e
audio_sdk/asorg/src/AudioLib/Sound.h,audio_sdk/asorg/src/AudioLib/Sound.h,normal/shared source,text-identical (encoding/EOL differs),3443,3298,,,,1341402492,3ec84c677a490a2d06dd6cdef9d68716167e9cc6a4cebbddcd2072dcec2279b7,6cfea8fe46bb01399a2a1576eb91920ee8f2aa7a38d37a6c50a7487894e14dee
audio_sdk/asorg/src/AudioLib/Sound3D.cpp,audio_sdk/asorg/src/AudioLib/Sound3D.cpp,normal/shared source,text-identical (encoding/EOL differs),18741,18013,,,,1341402492,447c3a3841e947729c759595727fdda78907bb6bfd158b839c61352ede82ba53,9b35aa5fb17f2c8a517152e6404961848629a8b5783308bcd63cdbe48d769650
audio_sdk/asorg/src/AudioLib/Sound3D.h,audio_sdk/asorg/src/AudioLib/Sound3D.h,normal/shared source,text-identical (encoding/EOL differs),3326,3197,,,,1341402492,ddec1896d3194f24e7738d68844ddea26ddc3f4113e5f5404c58553db0c57125,624fb911974093936bd11f55158d197d5097b4b9150d5e5460419e7506610b93
audio_sdk/asorg/src/AudioLib/Utilities.cpp,audio_sdk/asorg/src/AudioLib/Utilities.cpp,normal/shared source,text-identical (encoding/EOL differs),8158,7899,,,,1341402492,2a9eb41a907058b15cb6e37971d4f57f5d7a20adedaa61a770ee7d148ba08ed6,b0f40e03ce55caa9e0030ed878e58e5dbf511b552c0e60e030f3790f080d4617
audio_sdk/asorg/src/AudioLib/Vorbis.cpp,audio_sdk/asorg/src/AudioLib/Vorbis.cpp,normal/shared source,text-identical (encoding/EOL differs),10025,9648,,,,1341402492,3f7b58120fd214546b5b6460dcc2da528fed365d3a3d86dc6df1e309d9e10571,d6c00f49d6fc6c65294785c25c856d483c63445a91bfe652ad334f0aa0ce9e40
audio_sdk/asorg/src/AudioLib/Vorbis.h,audio_sdk/asorg/src/AudioLib/Vorbis.h,normal/shared source,text-identical (encoding/EOL differs),1956,1858,,,,1341402492,9b1e932bb637e3c29d218df7ef5d9fd04be494405a1096afa654aeaf357e6996,3021b57aed7f8d274d292988d4d887dc4e253d3b8098aeb5c0a92039a506d94d
audio_sdk/asorg/src/AudioLib/Wave.cpp,audio_sdk/asorg/src/AudioLib/Wave.cpp,normal/shared source,text-identical (encoding/EOL differs),17755,17149,,,,1341402492,afd1d8c9b80e76fabda70624013103e90597029310e0071eb8075bf9fb775065,72763f340ab66aa0cff2f76470f14cb58471d7fc332602dd5f0c3e20c3e92181
audio_sdk/asorg/src/AudioLib/Wave.h,audio_sdk/asorg/src/AudioLib/Wave.h,normal/shared source,text-identical (encoding/EOL differs),2016,1942,,,,1341402492,c204ac388784254c07a19f0d30bc76733f1df6317cbf978624f459db26f5352d,34f0b5d2661083ca37e7951375bfec3505e5598c34123848b7f79d50ff0f70b7
audio_sdk/asorg/src/AudioLib/WMA.cpp,audio_sdk/asorg/src/AudioLib/WMA.cpp,normal/shared source,text-identical (encoding/EOL differs),16668,15954,,,,1341402492,7dd7240a4390027ee9f644b3379afb4e4f78bd3d8a9c8b4f81fc967ab4391405,f27611bc902176b654fffa75c4cbd5d0adc9d8ab91bcddb5671d9bbf0c25c163
audio_sdk/asorg/src/AudioLib/WMA.h,audio_sdk/asorg/src/AudioLib/WMA.h,normal/shared source,text-identical (encoding/EOL differs),3964,3786,,,,1341402492,02f8d4de6cfca5d4739433b8b4b6a03ea52150b5bcbcf05e357576c7ddc78273,84b5366aeb6d4464f6292b31104c32491f2f2a65aa6d06a9b13ea980ab52c5dd
audio_sdk/asorg/src/AudioLib/XAudioPackage.cpp,audio_sdk/asorg/src/AudioLib/XAudioPackage.cpp,normal/shared source,text-identical (encoding/EOL differs),15538,14852,,,,1341402492,5b789653170b9213d3e02dd19e964bb0e8ddb0b11deb4fd232b42d18130758e8,182a1286b695a7f450bdec0547d1cef8532369f786f5f8065ad5fc76f497a3fd
audio_sdk/asorg/src/AudioLib/XPackageWave.cpp,audio_sdk/asorg/src/AudioLib/XPackageWave.cpp,normal/shared source,text-identical (encoding/EOL differs),7726,7456,,,,1341402492,963b3e5dd2616ea7ee67b8bc8f824a5e3d449a8564c0168c26d2bacaa0c29298,723f32db11346fef3883a335165e7a795d0aa26e48fb4dc613d159ca1d6275bd
audio_sdk/asorg/src/AudioLib/XPackageWave.h,audio_sdk/asorg/src/AudioLib/XPackageWave.h,normal/shared source,text-identical (encoding/EOL differs),1902,1827,,,,1341402493,03fcdfbe694d8d7654430bff11a6fd73dbf7ac32b0a1f105f9d4e7053336a03c,90dd20b6ea83e973da0964ddadb8d0715ccb2ef123a09b716634667f0dac9e1a
audio_sdk/asorg/src/AudioScript/AudioScript.dsp,audio_sdk/asorg/src/AudioScript/AudioScript.dsp,resource/config/other,text-identical (encoding/EOL differs),6027,5825,,,,1341402493,da4bfa768de96a4bad5e287966e99135211b51ea29617148ee45b7ee3573ba5d,096b4a1e4ed3a9d900ff87c60d1960e1133a27082481579e8946918c73e93f67
audio_sdk/asorg/src/AudioScript/AudioScript.plg,audio_sdk/asorg/src/AudioScript/AudioScript.plg,resource/config/other,content-different,2547,2491,,,,1341402493,0acb53fb3135113e071709cbab462f98d1e46ca2b280995d39444fdbe8ef6cbd,0edf4b0413737a5bbfabeb3a606ff45f1af06b380ccb273c0b79a4c8c5df0395
audio_sdk/asorg/src/AudioScript/AudioScriptFactory.cpp,audio_sdk/asorg/src/AudioScript/AudioScriptFactory.cpp,normal/shared source,text-identical (encoding/EOL differs),941,909,,,,1341402493,88f08ad960ababd0e9bf1ef58cab59e559f4399d5866989fec24693fe072f5b2,b69d93e2d2158fd4a34a2d32c6307e2f3891af3d0e1c44dae9d279acbf9bb4e8
audio_sdk/asorg/src/AudioScript/Lexer.cpp,audio_sdk/asorg/src/AudioScript/Lexer.cpp,normal/shared source,text-identical (encoding/EOL differs),45761,44242,,,,1341402493,0dae5c885ef7f46652b9587968c3e79eca2f27dd3a4ec71942a999c3c61dfbc2,e2476399b843cfaa7cd67f806f4f6b32047aa741a5aeca41ba67d0f0b6b4c3c6
audio_sdk/asorg/src/AudioScript/Lexer.h,audio_sdk/asorg/src/AudioScript/Lexer.h,normal/shared source,text-identical (encoding/EOL differs),7288,7091,,,,1341402493,156f4e37a13357c29efb7fad3da789d92029f2b74bb8b0442115a25d70541fed,7227fb3f71268569b7b5f00c7809bd5c744f7f0d5118dd871205319a1eeeb0d7
audio_sdk/asorg/src/AudioScript/mssccprj.scc,audio_sdk/asorg/src/AudioScript/mssccprj.scc,resource/config/other,content-different,225,189,,,,1341402493,8d93fcd8d62a7ab1fb31d1c35e57f2a813b997787293cfb4fb200654abecfbf0,85f4cf07dcb5d8ee120c607f4de62b92cd469f28f01531ec50b83dd5656c6945
