archive_path,github_path,category,status,archive_size,github_size,archive_added_lines_vs_github,archive_removed_lines_vs_github,line_similarity,archive_mtime,archive_sha256,github_sha256
XParticleCore/XParticleRenderManager.h,XParticleCore/XParticleRenderManager.h,normal/shared source,content-different,5545,5347,3,3,0.984615,1384265911,2ba39dcf0bb94c09f442f04b7a4930adf371cea3253835ecc6420c4af74eab4f,2119ddb30ccadbd18756acf1d0b01464d495a23296debd13c2de1b7d7c139b8b
XParticleCore/XRecyclingArray.h,XParticleCore/XRecyclingArray.h,normal/shared source,text-identical (encoding/EOL differs),3109,2987,,,,1341402643,45a80cdb001e2eda3f9ddd2cbe973a3ff733d554787b772d59115c3b97e0f32a,accccd87a863322480080b01cf9610fef6e4edb7bf14904676a62374883c6162
XParticleCore/XScreenMotionBlur.cpp,XParticleCore/XScreenMotionBlur.cpp,normal/shared source,content-different,16968,16391,1,1,0.998261,1384267140,8ae4ac1ae043cb10c75927fb950c40fa87dd8abc1d302c32c9033506cbe16cd0,3d263e533ed5243ab63d2cab7e3eb1ebf1331b403cd59ae6f9db4502e6742241
XParticleCore/XScreenMotionBlur.h,XParticleCore/XScreenMotionBlur.h,normal/shared source,text-identical (encoding/EOL differs),3733,3576,,,,1341402643,ff5a78cdc3a0f69e7753a2c946fe705f85d6ab5bf26cfcb9399a117fa8b81261,7461833032eca69870ec584d59b90c3375370424ab447a9e6347c3ae1e431870
XParticleCore/XSplineContainer.cpp,XParticleCore/XSplineContainer.cpp,normal/shared source,content-different,11977,11534,4,4,0.990499,1384268627,9135de82c0eab69e8dfb6f91b70ee6d9ade2b16e22a515c399fb624bae9703a4,56d515feff3cc3325c576635baf25eb5d49d91c74fe99bccaab1e3bbee51c65e
XParticleCore/XSplineContainer.h,XParticleCore/XSplineContainer.h,normal/shared source,text-identical (encoding/EOL differs),2672,2571,,,,1341402643,38892b46bf71f368bd901562e860bfe30f4140126497de0ca8c9e256b1febedf,f302e17dda3eccfc9b882bc65f907f8c3ed9f3f2b65d30bde375b2b7462383c3
XProcess/EODDEF_GlobalObject.h,XProcess/EODDEF_GlobalObject.h,normal player/game process,content-different,42396,43753,41,43,0.960114,1341402647,26ac2d4b71046100acb7257165880a73a39dcfcea7c8d2a15e9ce7ea674b5037,4a9856750e1efea050edfcd8bec42bf4c2c1c85cde7a12f82617c0bf40c4156b
XProcess/EODEXTDEF_GlobalObject.h,XProcess/EODEXTDEF_GlobalObject.h,normal player/game process,content-different,42825,41834,0,1,0.999515,1341402647,edbc9b60c463484ebf36919138190418cd0cd9fb36dec3ace6ad11185336e9e5,4f1352843f6c31a37cfa0d537c98b56c0a18d55361744b3af050b850dfe15c50
XProcess/XMessageWindow.cpp,XProcess/XMessageWindow.cpp,normal player/game process,text-identical (encoding/EOL differs),19502,18871,,,,1341402647,4cf940e5bf8b6974c42d99190cc8d3f2dffe581977c8850e2c218dbb9b92a6eb,1bfce5f982764e97652051211bd5a2a4760a93ab84cbe48413fa7b67d7d1fcdc
XProcess/XMessageWindow.h,XProcess/XMessageWindow.h,normal player/game process,text-identical (encoding/EOL differs),2744,2654,,,,1341402647,0e57fe97a12d4cca26967b54579888bf6a7be9bc59b9e39f1b66edad81590cde,a5486aca082b79c00b189e6efe739828d1195bb930993885aeafbf12c1369d52
XProcess/XProc_CreateCharacter.cpp,XProcess/XProc_CreateCharacter.cpp,normal player/game process,content-different,60266,59591,45,50,0.973764,1384271389,c4f59bff1bfcffae89bf22d14783095ed9ed8db56e7e25a400e87ac55fdf47b3,d35275a3c41581aec483eccb061fde63a1e0b45fc33e15629356b2ef33b1c795
XProcess/XProc_CreateCharacter.h,XProcess/XProc_CreateCharacter.h,normal player/game process,text-identical (encoding/EOL differs),3098,2983,,,,1341402647,353575d77bd7c14f92f6cf1efa2c5d7a08e1b692429793af688faaabe2051ac6,df2f09fe7f5fe61b5d717d130fafb5f5be8fa2406a4a540b6d24c0ea8a1df562
XProcess/XProc_DeleteCharacter.cpp,XProcess/XProc_DeleteCharacter.cpp,normal player/game process,content-different,32673,31840,6,20,0.987963,1341402647,352911a215bb2232973093867ba8b9acc5a8729082cc59c68026b46835bb5a52,7d639a6ceb05776f439b95e64d8dfc240e4ef3053cc7d47b830b77c4d6334960
XProcess/XProc_DeleteCharacter.h,XProcess/XProc_DeleteCharacter.h,normal player/game process,text-identical (encoding/EOL differs),1654,1599,,,,1341402647,b6b12acaa8e32b645a0a1e5241cd416430e0b872070ad28d4f25a4f6f59dc501,d666056562db68c84f12e43701a39bd1193107dc3101a002e04d975cdc68cde0
XProcess/XProc_FirstLoad.cpp,XProcess/XProc_FirstLoad.cpp,normal player/game process,content-different,268766,264273,26,130,0.990043,1410639364,d34b4aaf02fd1a3544d8f2aebd39359aaa41da837c866317a2b405ad78cfe8df,9626ef6a203dbf5eceeb5a1ef2e79d020d996c116b17ece8ddc0bb625526cede
XProcess/XProc_FirstLoad.h,XProcess/XProc_FirstLoad.h,normal player/game process,text-identical (encoding/EOL differs),2358,2269,,,,1341402647,f6c6098ed18506b0c4222d45d57fc7481611da5c5049793483dc62532f252469,f81d0637bb48e99599697ab7a119616eea3ff1db50f998102cf5189425d78821
XProcess/XProc_Flash.cpp,XProcess/XProc_Flash.cpp,third-party/middleware,content-different,43599,42347,3,3,0.997588,1384267140,4894906ccdfc3a57742e6fa79e541013b7f280a234b260470562dc47c27509ab,da215a0cd186e9fae1e1b73df00e7b3f4817501cdab8a3a3ef7972a06331f01d
XProcess/XProc_Flash.h,XProcess/XProc_Flash.h,third-party/middleware,text-identical (encoding/EOL differs),2441,2350,,,,1341402647,9f0c8942145677d6b554c3878b7b15d27ce1f1cb313a3d990b993d865d3cce2d,6be0abf5d67c77e1a4b7b01ad312cf25325795788a248490366444a7336ecbb3
XProcess/XProc_Loading.cpp,XProcess/XProc_Loading.cpp,normal player/game process,content-different,55059,53441,4,4,0.997582,1384268626,13e9533782be6736f7fce3eb0395a04f1e29a7de481d1e6c0e2704dacc1b97bf,865b6c9233908e642b7d4f848003f8060b02387543bc253786427ed96a8250e2
XProcess/XProc_Loading.h,XProcess/XProc_Loading.h,normal player/game process,text-identical (encoding/EOL differs),2557,2459,,,,1341402648,a49545867f1eaf9ea185fd9b0ef42e892835b29c3870e225562d6046e2343a10,6ce0ab04cc445463c1e4ae0392ef3f86fecc0b5d08328df60626b459923c0e51
XProcess/XProc_LoginServer.cpp,XProcess/XProc_LoginServer.cpp,normal player/game process,content-different,120530,116836,11,7,0.99751,1410642221,f18964fe73d02e965f36f94ed8990ac300500d779ffcffe2fc4c5871b9db7a1d,8938b879f88a6d31a2b1acebb35347972da77f55022f049d2e3b5e9e37dbaa5a
XProcess/XProc_LoginServer.h,XProcess/XProc_LoginServer.h,normal player/game process,text-identical (encoding/EOL differs),4466,4306,,,,1341402648,a5e0e404feb6f2e49ef066b15677c6e08e3de3369cb5d527fbdd801bff0c076d,dd5ca4f0c0191753933354737514d8104ee3f99c2ae00aefacf53e84c917ba01
XProcess/XProc_MainGameMessageHandler.cpp,XProcess/XProc_MainGameMessageHandler.cpp,normal player/game process,content-different,684631,696755,334,919,0.966684,1384270221,222ddc12e5196782e943d837d32de56159ed053674944afc0cfaa05eb6c96858,d6a277c6d83a4c741472af253e645ec8ea0f754777d7f853f5d8ed4533408474
XProcess/XProc_NineDragonsTitle.cpp,XProcess/XProc_NineDragonsTitle.cpp,normal player/game process,text-identical (encoding/EOL differs),14478,13948,,,,1341402648,235c74ffd678e2ef0b11236d7ccdb00e427e002716b86f4731a81ec32b1a1d31,2cc08eccc025c4bbf075698bc6f145927a026333c97c66d5490eb7fa451fe516
XProcess/XProc_NineDragonsTitle.h,XProcess/XProc_NineDragonsTitle.h,normal player/game process,text-identical (encoding/EOL differs),1668,1609,,,,1341402648,130c13f9bebe4520b2ec0d09c97cbfaa257b05f2c8f6353e3dd89743df59775c,68134b2fba6d9e098d4904cb97401ba76388e59a2d05266f9644fffd10555126
XProcess/XProc_ProcessDefine.h,XProcess/XProc_ProcessDefine.h,normal player/game process,content-different,65841,66077,1,24,0.991636,1341402648,5dac53f79038a3f73ea0e6f085ed50cfb0d9481edd62b9ea59431748d1d4c1bb,d658809527803e1a3ffb8d6a1f63ebb938631efa5347426f3c13e05b93a36336
XProcess/XProc_SelectCharacter.cpp,XProcess/XProc_SelectCharacter.cpp,normal player/game process,content-different,154382,155576,12,215,0.972441,1384267141,24832e99c87c0edb7cbbf0168e276914336e78907a0b95eba62fe027a05f9fd7,009b359908518a479374f9d067b4abafb8ef92668536cc53a429e9637888d4ec
XProcess/XProc_SelectCharacter.h,XProcess/XProc_SelectCharacter.h,normal player/game process,text-identical (encoding/EOL differs),3397,3277,,,,1341402649,94b154f5b7ead90b8eff9ce90f1c1753db5b5074b63dc14916d6ba0278c64485,3c892191b9089fb1e93c2b2068589e1001ca43a19b3f2cf99b94d10e5d5744b9
XProcess/XProc_SelectHero.cpp,XProcess/XProc_SelectHero.cpp,normal player/game process,content-different,19929,19395,2,2,0.996183,1384268626,51958fb60ce4ff03b09a1d351fd22de0f6fe0b76daebaa13560f20a608bc358d,bfe4c3c2f4263d08381e3d9f7b009090cb3833f93257f00e3e7c6a3965718ce2
XProcess/XProc_SelectHero.h,XProcess/XProc_SelectHero.h,normal player/game process,text-identical (encoding/EOL differs),1207,1160,,,,1341402649,c1b8199d2dd2a2f75585c1d3ae2979df5952540ab041048227bf969a759ebe7b,182f9631df27093abc1c4c7efd2c01eff15a51cc6a306dfebf306e6d9f87d9bb
XProcess/XProc_ServerUnification.cpp,XProcess/XProc_ServerUnification.cpp,normal player/game process,text-identical (encoding/EOL differs),20036,19398,,,,1341402649,7ec8b0ee2e99b5aab7b3d2fba41edc7c469301a0a8f98cbff2723c886685f2d8,ca31220f6673eeb6428b0804ceadcc2807a87c36a5d894ebf4ecc235d23f867a
XProcess/XProc_ServerUnification.h,XProcess/XProc_ServerUnification.h,normal player/game process,text-identical (encoding/EOL differs),1447,1398,,,,1341402649,1fd99e87099b98b45dc114c23ce9097e61300e01fc2f4ba1749b623cd90f01c0,080389414ed9a051493c98bb98c9c1d5110e635163498d4e138718e05ff92758
XProcess/XProc_ZeroLevel.cpp,XProcess/XProc_ZeroLevel.cpp,normal player/game process,content-different,154204,149565,10,10,0.997829,1384268626,d07b19de470ca09ca593bc52ae5dadee0a23ffebcc64b22c6a3278719bde7e9b,6a9d9aae29eeb4ca357203095c111a844566afa785686441a0249ad3396d78a0
XProcess/XProc_ZeroLevel.h,XProcess/XProc_ZeroLevel.h,normal player/game process,text-identical (encoding/EOL differs),11095,10748,,,,1341402649,4df3384a447b132284a1f45334769dd72bbb1e26d198d7e20ff094de2caf048c,6f2b1069ed91c2f74f9f771fbbdf2a021aef0afd5bce35504a139eba1d58cb2b
XProcess/XProc_ZeroLevelMessageHandler.cpp,XProcess/XProc_ZeroLevelMessageHandler.cpp,normal player/game process,content-different,17763,17069,1,1,0.998555,1384267139,498cb41b6b5024be82439782c181e77443826ad9dec511295486255d8fbd84cf,66e7db51df03aead13a0272b5549bca6d6f134f1f9b4bb2e2310694e4dbcabd8
XProcess/XWindow_AccountItemUse.cpp,XProcess/XWindow_AccountItemUse.cpp,normal player/game process,content-different,5806,5626,1,1,0.994536,1341402649,39c2b7b004c7796b9c10f8fd9ad50eb69589a9bb56ee6428b2a1ad9acdd735ce,5a614f7b161637b40941097ea80350d110e7b049a232e9c3378fef252b6f12da
XProcess/XWindow_AccountItemUse.h,XProcess/XWindow_AccountItemUse.h,normal player/game process,text-identical (encoding/EOL differs),899,868,,,,1341402649,b5ac6bfe865024c71b1cc8e4a46836e491d17473f2b62b90d9ca0c857fd79a87,2b9dc5d0778524b636f912642782f315bcebbde1f231af05f0978f1e24ed11be
XProcess/XWindow_AddSaveItem.cpp,XProcess/XWindow_AddSaveItem.cpp,normal player/game process,content-different,39921,39124,20,26,0.972909,1384270869,9e162ed3715991537e09f717d7446ada18010dc385128cefd314c97a286c3ca9,f368336ef3e87bf56c848839eb4f23c072c6e93a96b0db32591206ffb36c8ecd
XProcess/XWindow_AddSaveItem.h,XProcess/XWindow_AddSaveItem.h,normal player/game process,text-identical (encoding/EOL differs),2702,2614,,,,1341402649,79ec6d7f77c96fd6e3c68f18ed097ad721727681cb8d7a9ace411c48d0cf2fdb,c18b2ef1df619ca3a98a7a10bd9cb86645a9028a493f06dabe493b5911109905
XProcess/XWindow_AdminNotice.cpp,XProcess/XWindow_AdminNotice.cpp,normal player/game process,content-different,11445,11031,2,2,0.995134,1384267140,435c055ba3cb7a04c0a65418e65370455a3c4b590976cc61098f195ac20b3142,11404d407e5308a346cc875548b07c9a655409d05e1669985fc416cb9c126d28
XProcess/XWindow_AdminNotice.h,XProcess/XWindow_AdminNotice.h,normal player/game process,text-identical (encoding/EOL differs),1394,1345,,,,1341402649,6f7056453d46582b476215b418908bc45c5671b297c2bfc1d2d9f6c6de10999d,f1e72d5463aff3a7cad67859452c5beda9adf7c8dc2b64fbec9a0a7a87d24c7a
XProcess/XWindow_AgeGrade.cpp,XProcess/XWindow_AgeGrade.cpp,normal player/game process,text-identical (encoding/EOL differs),2047,1953,,,,1341402650,8e35f512c2a088b6ad9fa1c157e52fff63d0272f23bb2f81f93afc79a6ab07d5,f53c54ce385a80abf148feb79cf1b061f8667956d0a4f7073eee7399712a8a65
XProcess/XWindow_AgeGrade.h,XProcess/XWindow_AgeGrade.h,normal player/game process,text-identical (encoding/EOL differs),1151,1108,,,,1341402650,2b5eb56b52621f3477d0573ada7b41c2f608edbd81ae3fafd80246b6a34c169b,1fd9ffcc010394c5a2812fc2e880cb3464b580a95a4d85837ac06d626dc6cc54
XProcess/XWindow_AreaSelect.cpp,XProcess/XWindow_AreaSelect.cpp,normal player/game process,content-different,8874,8559,3,3,0.990323,1384267140,cee4b69afecd7a201e9ff94ceec4f148704798ca47e47bbcf6d71d1023b75595,ba027eabf41630afec24a16d9b604105afda28b567592529ce2124c585c129a2
XProcess/XWindow_AreaSelect.h,XProcess/XWindow_AreaSelect.h,normal player/game process,text-identical (encoding/EOL differs),1161,1118,,,,1341402650,385e9139fb925df8d91ab72d5f9a7652618e3aabffa5f29c3067b94cb17be0ef,eaaf6fb4f43548e14c4e0c9d31ba0b2892f17be674b17c6221ad0e65e2e8a815
XProcess/XWindow_BlackList.cpp,XProcess/XWindow_BlackList.cpp,normal player/game process,content-different,12579,12156,1,1,0.99763,1384267140,643cca8f27ab3faae78ca2cd7001e9707b580216950272b820114b01328a3c7d,171fb53ef8188e9ede62c1a52c78eb682e22ace42ecc15aea420a7e2fd4b3937
XProcess/XWindow_BlackList.h,XProcess/XWindow_BlackList.h,normal player/game process,text-identical (encoding/EOL differs),1123,1076,,,,1341402650,5fe7f6a4a568e67cd99b414f8745e7e0ccdada002198a97e05d896ccb796dfea,908dd89b61c39f4e4f27f17c6e641d6a98cbceb80c3639c9bb5d087864ff32e5
XProcess/XWindow_BloodPoint.cpp,XProcess/XWindow_BloodPoint.cpp,normal player/game process,content-different,11429,10996,4,4,0.990385,1384269401,cad5829b99944eb458c3992a15608fd4dcbee21c7f7f38cba874cbb4c69f2d12,73051d00c7652cd3877e58936015688df6d9a8e69df3197e65eb68cf156ed370
XProcess/XWindow_BloodPoint.h,XProcess/XWindow_BloodPoint.h,normal player/game process,text-identical (encoding/EOL differs),1637,1578,,,,1341402650,fd93efb4451c134b5231e2b52914a1235e0d1089a6f5157478e8d2cae99189c7,346397e24ed8bce2b121f2b4a47c1dff4cd7ef87e38d411a0777f63debcec115
XProcess/XWindow_BookOpen.cpp,XProcess/XWindow_BookOpen.cpp,normal player/game process,text-identical (encoding/EOL differs),7405,7162,,,,1341402650,d32295315d21625aa9a7ef8b7ffd04b0023570605935441242c4d352186c824c,6d1d335071ca5d7c9f7c86d870c7039b15776b05bb32091c3be4b65fed436586
XProcess/XWindow_BookOpen.h,XProcess/XWindow_BookOpen.h,normal player/game process,text-identical (encoding/EOL differs),1575,1521,,,,1341402650,5dbd70b8d330e45d84d69defec34032ac4fce44eee71dd30ca05652e168a9eed,2e85c27fe76630e02bae1a1576f5af47c934ed468f7c868506b5fda5d6673c07
XProcess/XWindow_CashBox.cpp,XProcess/XWindow_CashBox.cpp,normal player/game process,content-different,46676,45714,5,11,0.99376,1384267140,b21712e1bbefd2abc02c620d48d232ed3bd684b7216f3e09d7826814e00171c5,48c590547f99094311cc52a47823d2303a630449d58801b5a48f555cd367f30d
XProcess/XWindow_CashBox.h,XProcess/XWindow_CashBox.h,normal player/game process,text-identical (encoding/EOL differs),3083,2984,,,,1341402650,830fb1ec1dfd061393692d32ca1206445dfd5eca4da5233c79806d0700464637,6d1fa0bd6801a2eef603327aa4450c0f2fda296c2687e48b53379e4731c03729
XProcess/XWindow_CashItem.cpp,XProcess/XWindow_CashItem.cpp,normal player/game process,content-different,24254,23441,11,11,0.986146,1384270869,3b5e68738e7565fc63ea3b9b4a2b9f79cc4493be85a3151e1ff135f2e59c46e9,c3e7325ba7a036e80c7285e74d9d02a5f45946aac4d83419bb1476501e4b4405
XProcess/XWindow_CashItem.h,XProcess/XWindow_CashItem.h,normal player/game process,text-identical (encoding/EOL differs),2427,2328,,,,1341402650,f80af911acbf8bf0d5965778c1109357d8f0b8a28492c18f8e5cb8b7f41e1753,704c3288e6b202160a2c0ec6b716fbe56272cda97b24979636edfa50f32191d6
XProcess/XWindow_CashMall.cpp,XProcess/XWindow_CashMall.cpp,normal player/game process,text-identical (encoding/EOL differs),11136,10861,,,,1341402651,7561981b471bb2a03b0639d01ec335adcfa0211b61800973bedba8b01172f8f7,e7c4ff0a7b6753033dce61fed114a6535a98f8d802c04a15f5aa31dc5a750951
XProcess/XWindow_CashMall.h,XProcess/XWindow_CashMall.h,normal player/game process,text-identical (encoding/EOL differs),886,856,,,,1341402651,675250da6d9dcd5d60c5247f2eb5bb336c5840fca677b90ae0662bc87407f740,8025476756d38eb53e719305afb56a4437a5a0c848452a65dce886d1971fbcb7
XProcess/XWindow_CastleBattlePersonalHistory.cpp,XProcess/XWindow_CastleBattlePersonalHistory.cpp,normal player/game process,content-different,16098,15599,3,3,0.993915,1384267141,692889eb34e6b906c06581e64b6df061b46e21af5cf1ec359613fa2dde617096,e61c8a5ecb6abea7063fe6d95918113ad6a89489c8b60a67dc13a8989e6736d5
XProcess/XWindow_CastleBattlePersonalHistory.h,XProcess/XWindow_CastleBattlePersonalHistory.h,normal player/game process,text-identical (encoding/EOL differs),2092,2019,,,,1341402651,cc2dae879ee40e96ef586eddfdebb3f379767389a0ef5ed18f33401a539c1037,63e0ac0b9a941c71fb547718da2fd93f8ab1865afffe7feacdbc0f8349065135
XProcess/XWindow_CastleBattleRewardList.cpp,XProcess/XWindow_CastleBattleRewardList.cpp,normal player/game process,text-identical (encoding/EOL differs),8707,8499,,,,1341402651,cda774e98cffb32df527e74d24c394bfaeadb3d812b49b1d744e5a9818c6b343,5a65d13bf4ae22f6d3e895835a542378223903f9b935043b8443a268b3875865
XProcess/XWindow_CastleBattleRewardList.h,XProcess/XWindow_CastleBattleRewardList.h,normal player/game process,text-identical (encoding/EOL differs),1290,1246,,,,1341402651,ec1630aae1f9b9f0ffadce4a6e538bc753718bb45c2fc452f7c91021378e05c7,fc0c17777f55bad6954567471da6ed7c1722c62ec9230286b61aa1e1d8784835
XProcess/XWindow_CastleBattleShout.cpp,XProcess/XWindow_CastleBattleShout.cpp,normal player/game process,text-identical (encoding/EOL differs),9527,9270,,,,1341402651,231be1de351632f05abb4cdbcd7b3d274e6be9f070830dbdbc943dc916d3d138,d0437421f52020870cb02c3d158b84e745cd0a59332f899207213f4edd0cb6b3
XProcess/XWindow_CastleBattleShout.h,XProcess/XWindow_CastleBattleShout.h,normal player/game process,text-identical (encoding/EOL differs),1209,1170,,,,1341402651,4dfd3f3834f3ced993ad17cf93dee9fb1ca75acec444c270c1b5f5bef786d21f,af4c36ee33eb71327f8f20850f6595290c73e48e368c75e6591e70a01e4d5c43
XProcess/XWindow_CastleBattleTimeChange.cpp,XProcess/XWindow_CastleBattleTimeChange.cpp,normal player/game process,content-different,17971,17544,5,5,0.987981,1384267141,caf8732dc23e54cc385de46e847e703b442cccceba4ed27e9ab3973593a37770,02b2b8bac6a508c7e81bd9b9f37654fe08d0b413830765c38f25f2f39faa0964
XProcess/XWindow_CastleBattleTimeChange.h,XProcess/XWindow_CastleBattleTimeChange.h,normal player/game process,text-identical (encoding/EOL differs),1390,1342,,,,1341402651,26d2fdb3a4e692c93153d51ab7f01c6053110b560f672a9b3bdd2f91d19c34a6,3c3fcad86bfeb8cf701caaef4f591d489336e1707740aff331b45ae5328b8b36
XProcess/XWindow_CastleInfo.cpp,XProcess/XWindow_CastleInfo.cpp,normal player/game process,content-different,14466,14062,4,4,0.989822,1384266475,5453b34d4a9021393bdf93aa008679f11edbe6cfdfe0e9e7693e10ef1e6c29e1,e373c1c5ff95793a3e4eb3aa4e4e6a491ac5152eb3d6a617dbbd8bad149e729e
XProcess/XWindow_CastleInfo.h,XProcess/XWindow_CastleInfo.h,normal player/game process,text-identical (encoding/EOL differs),1449,1392,,,,1341402651,01d2183cafe4384e3129c8ee652680c3db6a859ea1a4b397a849b8be708b910e,66018aa47a1b1141dd7b4a7d54968a6bdf6025d9297dd5e7400867ba5da2c172
XProcess/XWindow_CBOrgRecord.cpp,XProcess/XWindow_CBOrgRecord.cpp,normal player/game process,content-different,9178,8929,2,2,0.991803,1384266475,e4813f3c09a6d9f1a95d9d9ffe6ed41dbcb9580ab3e7b7dd11100bbacd7feae0,b0d085ed66e781fac199c2bbfb91bf1f03cb7a50c2c449f8ca5613cf998b0e8b
XProcess/XWindow_CBOrgRecord.h,XProcess/XWindow_CBOrgRecord.h,normal player/game process,text-identical (encoding/EOL differs),1157,1112,,,,1341402651,baf85463ecb2e8cce07650c9122d75ba2b4f74466bb052a5a5352872a9320adb,6b9dcb72244f967eb9c846dc70ff2f8bdf610e54d86149bfe0be0cd6ef532e8b
XProcess/XWindow_CBRecord.cpp,XProcess/XWindow_CBRecord.cpp,normal player/game process,content-different,9347,9068,1,1,0.99639,1384266475,9cee45a2546435f4e0cfb4b40ac3ec6cc42dcc131cb74cdfb57f83ef5bc79c85,0f530e5044c37a512e563c0f05f65719648de18c85f3e1d61a6685e119470ade
XProcess/XWindow_CBRecord.h,XProcess/XWindow_CBRecord.h,normal player/game process,text-identical (encoding/EOL differs),964,929,,,,1341402651,78136458e666d98159f4f8e98ef1269850edb234620e25662936f1c6611514ca,59c938f55f68b087c61dd64630ff765b16aa7ee88a7f9b915c4ffeb2bcbc38fe
XProcess/XWindow_CBResultNotice.cpp,XProcess/XWindow_CBResultNotice.cpp,normal player/game process,text-identical (encoding/EOL differs),6695,6523,,,,1341402652,9ea559b121cd5eedb39a79cfaccb1ee2c8556ff2e453ad4849f0123f6574d890,94c99d6efb39a3be44f314e30c2c7c08e6d3ea8cbbb535b236fc082d88377346
XProcess/XWindow_CBResultNotice.h,XProcess/XWindow_CBResultNotice.h,normal player/game process,text-identical (encoding/EOL differs),1111,1072,,,,1341402652,7e1b61f9f0cb212f9d80daadd72eff9ab1f5613ddac9757f115678dcb084ed5e,8f48cdbdeb1ad6e203e708958bf1c68a8e6c77ef3faad1831ec0425680a0001f
XProcess/XWindow_CBRewardSmall.cpp,XProcess/XWindow_CBRewardSmall.cpp,normal player/game process,text-identical (encoding/EOL differs),5733,5559,,,,1341402652,14e2b1ba877c393eaa37ec540f24f18653232586da8a6c002f6dc517c0548b95,3505969ad8135d2c840de915443ab46a49479d987db19a06acec5f4413402e7b
XProcess/XWindow_CBRewardSmall.h,XProcess/XWindow_CBRewardSmall.h,normal player/game process,text-identical (encoding/EOL differs),1014,978,,,,1341402652,08d438af3eabe3c8ac3887f288d4f06b4c95808e95a12cb53dab29da873bf1df,19c91fbdda75fc2e946b8ec7e19934a3672e413c7fd3b3cf061d4ebf92dbaa81
XProcess/XWindow_ChallengerList.cpp,XProcess/XWindow_ChallengerList.cpp,normal player/game process,text-identical (encoding/EOL differs),14962,14522,,,,1341402652,a9972c50a40a77db6aa37791e564d6bebc5de947d651b6fdad715bd3a35d1104,be862144e8f1fee5bcff72853a2db3b98d88d461e5d8dd67a4a098cfe20196b1
XProcess/XWindow_ChallengerList.h,XProcess/XWindow_ChallengerList.h,normal player/game process,text-identical (encoding/EOL differs),1393,1339,,,,1341402652,d01cd8b185fa7af9b3fbaf86b7515118fa8d8bb9d8f648eda7bd898c7958a594,405a8136da6083a37d91080a80ec1afde33d9c15d62d5f92b5683d49c9bae99e
XProcess/XWindow_ChangeName.cpp,XProcess/XWindow_ChangeName.cpp,normal player/game process,content-different,12866,12522,1,1,0.997006,1384270868,124560e6cac046148b569975db3f97b350050f7a8a68e95c44957b54eedae9f1,b2683d3ca6af1c3ced75594ddf33997470af410531910f6a282d912ff497b2d1
XProcess/XWindow_ChangeName.h,XProcess/XWindow_ChangeName.h,normal player/game process,text-identical (encoding/EOL differs),1395,1352,,,,1341402652,950a908202fc047ec858ba64cf0f1223a346d23642b94583d53c3ef19bca899b,3a38bfd38e06ec6052b999ed44790eba815340032ef8659e5bece6c6c188c061
XProcess/XWindow_ChargeGauge.cpp,XProcess/XWindow_ChargeGauge.cpp,normal player/game process,content-different,32400,31313,4,5,0.995988,1341402652,9c5a7187ac341b0a32a3af4cf869cb7aee9aef52ad9a63110ddbaebb54e446d1,3154b1c2f1cd6ecb0d9c78f2bba47c3d1bdb0b55744fbe0d76db981b675166f7
XProcess/XWindow_ChargeGauge.h,XProcess/XWindow_ChargeGauge.h,normal player/game process,text-identical (encoding/EOL differs),3107,3011,,,,1341402652,95f3b6205d86f2d9fab3013f71157f673bfddb5d0462355bfc1820a4ccd6a068,d1c14a58f2122f3804ecdd1ee6b396901508fcd374eaf916fb84ec180542283c
XProcess/XWindow_ChatBalloon.cpp,XProcess/XWindow_ChatBalloon.cpp,normal player/game process,content-different,3449,3327,4,4,0.965217,1384267140,78f67f486af6686eed1b1632a01fdfa07692a669d73cdba0fe3f7e0d69e84c3b,563382536cd83480eb9773d6cc6f658f7fa7834e5190890cfad050c8d33c9b79
XProcess/XWindow_ChatBalloon.h,XProcess/XWindow_ChatBalloon.h,normal player/game process,text-identical (encoding/EOL differs),576,551,,,,1341402652,fca92847c5ddcd9d6a1a0e28b7b142fc57ec6b996e82108a9c0801ddb3336abc,70d98608fbc619e7281739f2f678988c2f6fc5f86a3b0b3c6956d5245c789e14
XProcess/XWindow_ChattingDefault.cpp,XProcess/XWindow_ChattingDefault.cpp,normal player/game process,content-different,101653,102349,76,145,0.962073,1384267140,465db102d12522d63c6dc7670397fc241a93a321de1491b4b63425f8479e78cd,6e19c07660776732888c5b95209b03eb64195dba71975cec142a67bac5c1f3bb
XProcess/XWindow_ChattingDefault.h,XProcess/XWindow_ChattingDefault.h,normal player/game process,content-different,4516,4399,2,3,0.982818,1341402653,cd9ab38c999f81a6d49238c987a72213b70732d17c38d9a2939ffbbda728b879,a9e0dc2928fe94169f9931a8e48daa5ea4c1e50325ad531f4be9351212de21e4
XProcess/XWindow_CInfo.cpp,XProcess/XWindow_CInfo.cpp,normal player/game process,content-different,127908,126419,58,89,0.977262,1384270869,e03ac928b3b9c09fa6c73ecf10059ebefd8e636efd608d2bb82564ba95adccbc,95a3ef01fd1195d9ba2c5b1fa59349a1404228f113f45aa9072b55ee2bfed0d6
XProcess/XWindow_CInfo.h,XProcess/XWindow_CInfo.h,normal player/game process,text-identical (encoding/EOL differs),2773,2684,,,,1341402653,e0004d4b92b8264dc9e6657a63d682404751e3f60458a36fc863b05e40e598f3,4b740a7355f4d5f84b269b51d043f814237d51a7e0ce0e775de7e70fde144430
